Warmup Train [1][0/48]	Time 0.255 (0.255)	Data 0.002 (0.002)	Loss 1.6294 (1.6294)	Top-1 acc 10.938 (10.938)	Top-5 acc 100.000 (100.000)	lr 0.05000
==========Warmup Valid [18/40]	loss 0.883	top-1 acc 65.702	top-5 acc 100.000	Train top-1 64.535	top-5 100.000	flops: 2.3M
Warmup Train [19][0/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.8732 (0.8732)	Top-1 acc 60.938 (60.938)	Top-5 acc 100.000 (100.000)	lr 0.02891
Warmup Train [19][30/48]	Time 0.006 (0.008)	Data 0.000 (0.001)	Loss 0.9420 (0.7971)	Top-1 acc 60.938 (66.583)	Top-5 acc 100.000 (100.000)	lr 0.02772
Warmup Train [19][48/48]	Time 0.029 (0.008)	Data 0.001 (0.001)	Loss 0.6255 (0.8255)	Top-1 acc 72.727 (64.407)	Top-5 acc 100.000 (100.000)	lr 0.02700
==========Warmup Valid [19/40]	loss 0.774	top-1 acc 66.024	top-5 acc 100.000	Train top-1 64.407	top-5 100.000	flops: 2.3M
Warmup Train [20][0/48]	Time 0.010 (0.010)	Data 0.002 (0.002)	Loss 0.7786 (0.7786)	Top-1 acc 54.688 (54.688)	Top-5 acc 100.000 (100.000)	lr 0.02696
Warmup Train [20][30/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.6576 (0.7574)	Top-1 acc 59.375 (65.575)	Top-5 acc 100.000 (100.000)	lr 0.02576
Warmup Train [20][48/48]	Time 0.012 (0.009)	Data 0.002 (0.001)	Loss 0.7536 (0.7847)	Top-1 acc 65.455 (64.982)	Top-5 acc 100.000 (100.000)	lr 0.02504
==========Warmup Valid [20/40]	loss 0.777	top-1 acc 75.241	top-5 acc 100.000	Train top-1 64.982	top-5 100.000	flops: 2.3M
Warmup Train [21][0/48]	Time 0.010 (0.010)	Data 0.001 (0.001)	Loss 0.6537 (0.6537)	Top-1 acc 75.000 (75.000)	Top-5 acc 100.000 (100.000)	lr 0.02500
Warmup Train [21][30/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.6031 (0.7735)	Top-1 acc 79.688 (66.633)	Top-5 acc 100.000 (100.000)	lr 0.02380
Warmup Train [21][48/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.8384 (0.7861)	Top-1 acc 60.000 (65.686)	Top-5 acc 100.000 (100.000)	lr 0.02308
==========Warmup Valid [21/40]	loss 0.743	top-1 acc 68.917	top-5 acc 100.000	Train top-1 65.686	top-5 100.000	flops: 2.3M
Warmup Train [22][0/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.5432 (0.5432)	Top-1 acc 76.562 (76.562)	Top-5 acc 100.000 (100.000)	lr 0.02304
Warmup Train [22][30/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.6364 (0.7811)	Top-1 acc 73.438 (66.784)	Top-5 acc 100.000 (100.000)	lr 0.02184
Warmup Train [22][48/48]	Time 0.006 (0.008)	Data 0.000 (0.001)	Loss 0.8588 (0.7558)	Top-1 acc 60.000 (67.509)	Top-5 acc 100.000 (100.000)	lr 0.02113
==========Warmup Valid [22/40]	loss 0.671	top-1 acc 79.850	top-5 acc 100.000	Train top-1 67.509	top-5 100.000	flops: 2.3M
Warmup Train [23][0/48]	Time 0.010 (0.010)	Data 0.001 (0.001)	Loss 0.6847 (0.6847)	Top-1 acc 64.062 (64.062)	Top-5 acc 100.000 (100.000)	lr 0.02109
Warmup Train [23][30/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.5252 (0.7025)	Top-1 acc 78.125 (68.095)	Top-5 acc 100.000 (100.000)	lr 0.01991
Warmup Train [23][48/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.5829 (0.7138)	Top-1 acc 81.818 (68.244)	Top-5 acc 100.000 (100.000)	lr 0.01920
==========Warmup Valid [23/40]	loss 0.783	top-1 acc 61.951	top-5 acc 100.000	Train top-1 68.244	top-5 100.000	flops: 2.3M
Warmup Train [24][0/48]	Time 0.010 (0.010)	Data 0.002 (0.002)	Loss 0.6980 (0.6980)	Top-1 acc 60.938 (60.938)	Top-5 acc 100.000 (100.000)	lr 0.01916
Warmup Train [24][30/48]	Time 0.009 (0.008)	Data 0.001 (0.001)	Loss 0.5768 (0.7225)	Top-1 acc 67.188 (66.633)	Top-5 acc 100.000 (100.000)	lr 0.01800
Warmup Train [24][48/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.7603 (0.7099)	Top-1 acc 76.364 (67.988)	Top-5 acc 100.000 (100.000)	lr 0.01731
==========Warmup Valid [24/40]	loss 0.984	top-1 acc 54.770	top-5 acc 100.000	Train top-1 67.988	top-5 100.000	flops: 2.3M
Warmup Train [25][0/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.4936 (0.4936)	Top-1 acc 82.812 (82.812)	Top-5 acc 100.000 (100.000)	lr 0.01727
Warmup Train [25][30/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.8851 (0.6624)	Top-1 acc 54.688 (69.355)	Top-5 acc 100.000 (100.000)	lr 0.01614
Warmup Train [25][48/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.7169 (0.6756)	Top-1 acc 70.909 (69.683)	Top-5 acc 100.000 (100.000)	lr 0.01547
==========Warmup Valid [25/40]	loss 0.715	top-1 acc 61.736	top-5 acc 100.000	Train top-1 69.683	top-5 100.000	flops: 2.3M
Warmup Train [26][0/48]	Time 0.007 (0.007)	Data 0.001 (0.001)	Loss 0.6525 (0.6525)	Top-1 acc 65.625 (65.625)	Top-5 acc 100.000 (100.000)	lr 0.01543
Warmup Train [26][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.6532 (0.6910)	Top-1 acc 67.188 (69.002)	Top-5 acc 100.000 (100.000)	lr 0.01433
Warmup Train [26][48/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.5966 (0.6807)	Top-1 acc 63.636 (69.300)	Top-5 acc 100.000 (100.000)	lr 0.01369
==========Warmup Valid [26/40]	loss 0.731	top-1 acc 58.950	top-5 acc 100.000	Train top-1 69.300	top-5 100.000	flops: 2.3M
Warmup Train [27][0/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.5589 (0.5589)	Top-1 acc 75.000 (75.000)	Top-5 acc 100.000 (100.000)	lr 0.01365
Warmup Train [27][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.7483 (0.7119)	Top-1 acc 65.625 (67.339)	Top-5 acc 100.000 (100.000)	lr 0.01259
Warmup Train [27][48/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.6829 (0.7050)	Top-1 acc 74.545 (67.765)	Top-5 acc 100.000 (100.000)	lr 0.01197
==========Warmup Valid [27/40]	loss 0.774	top-1 acc 60.236	top-5 acc 100.000	Train top-1 67.765	top-5 100.000	flops: 2.3M
Warmup Train [28][0/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.6999 (0.6999)	Top-1 acc 68.750 (68.750)	Top-5 acc 100.000 (100.000)	lr 0.01194
Warmup Train [28][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.6159 (0.7029)	Top-1 acc 64.062 (68.750)	Top-5 acc 100.000 (100.000)	lr 0.01093
Warmup Train [28][48/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.7215 (0.6993)	Top-1 acc 65.455 (68.596)	Top-5 acc 100.000 (100.000)	lr 0.01034
==========Warmup Valid [28/40]	loss 0.735	top-1 acc 60.236	top-5 acc 100.000	Train top-1 68.596	top-5 100.000	flops: 2.3M
Warmup Train [29][0/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.8011 (0.8011)	Top-1 acc 64.062 (64.062)	Top-5 acc 100.000 (100.000)	lr 0.01031
Warmup Train [29][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.6094 (0.6537)	Top-1 acc 70.312 (70.212)	Top-5 acc 100.000 (100.000)	lr 0.00935
Warmup Train [29][48/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.5395 (0.6393)	Top-1 acc 74.545 (71.410)	Top-5 acc 100.000 (100.000)	lr 0.00879
==========Warmup Valid [29/40]	loss 0.744	top-1 acc 64.201	top-5 acc 100.000	Train top-1 71.410	top-5 100.000	flops: 2.3M
Warmup Train [30][0/48]	Time 0.010 (0.010)	Data 0.001 (0.001)	Loss 0.5929 (0.5929)	Top-1 acc 76.562 (76.562)	Top-5 acc 100.000 (100.000)	lr 0.00876
Warmup Train [30][30/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.7285 (0.6564)	Top-1 acc 59.375 (68.952)	Top-5 acc 100.000 (100.000)	lr 0.00787
Warmup Train [30][48/48]	Time 0.008 (0.008)	Data 0.000 (0.001)	Loss 0.4863 (0.6602)	Top-1 acc 78.182 (69.492)	Top-5 acc 100.000 (100.000)	lr 0.00735
==========Warmup Valid [30/40]	loss 0.699	top-1 acc 61.308	top-5 acc 100.000	Train top-1 69.492	top-5 100.000	flops: 2.3M
Warmup Train [31][0/48]	Time 0.010 (0.010)	Data 0.002 (0.002)	Loss 0.5818 (0.5818)	Top-1 acc 70.312 (70.312)	Top-5 acc 100.000 (100.000)	lr 0.00732
Warmup Train [31][30/48]	Time 0.006 (0.008)	Data 0.001 (0.001)	Loss 1.4301 (0.6707)	Top-1 acc 53.125 (70.464)	Top-5 acc 100.000 (100.000)	lr 0.00649
Warmup Train [31][48/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.7513 (0.6537)	Top-1 acc 72.727 (70.867)	Top-5 acc 100.000 (100.000)	lr 0.00602
==========Warmup Valid [31/40]	loss 0.751	top-1 acc 65.488	top-5 acc 100.000	Train top-1 70.867	top-5 100.000	flops: 2.3M
Warmup Train [32][0/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.6178 (0.6178)	Top-1 acc 71.875 (71.875)	Top-5 acc 100.000 (100.000)	lr 0.00599
Warmup Train [32][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.8387 (0.6120)	Top-1 acc 59.375 (70.716)	Top-5 acc 100.000 (100.000)	lr 0.00523
Warmup Train [32][48/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.7228 (0.6163)	Top-1 acc 69.091 (71.602)	Top-5 acc 100.000 (100.000)	lr 0.00480
==========Warmup Valid [32/40]	loss 0.727	top-1 acc 65.702	top-5 acc 100.000	Train top-1 71.602	top-5 100.000	flops: 2.3M
Warmup Train [33][0/48]	Time 0.010 (0.010)	Data 0.002 (0.002)	Loss 0.5133 (0.5133)	Top-1 acc 68.750 (68.750)	Top-5 acc 100.000 (100.000)	lr 0.00477
Warmup Train [33][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.8033 (0.6198)	Top-1 acc 54.688 (71.018)	Top-5 acc 100.000 (100.000)	lr 0.00409
Warmup Train [33][48/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.5309 (0.6210)	Top-1 acc 76.364 (71.250)	Top-5 acc 100.000 (100.000)	lr 0.00370
==========Warmup Valid [33/40]	loss 0.720	top-1 acc 60.986	top-5 acc 100.000	Train top-1 71.250	top-5 100.000	flops: 2.3M
Warmup Train [34][0/48]	Time 0.009 (0.009)	Data 0.002 (0.002)	Loss 0.4033 (0.4033)	Top-1 acc 89.062 (89.062)	Top-5 acc 100.000 (100.000)	lr 0.00368
Warmup Train [34][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.5764 (0.5596)	Top-1 acc 71.875 (74.546)	Top-5 acc 100.000 (100.000)	lr 0.00308
Warmup Train [34][48/48]	Time 0.008 (0.008)	Data 0.000 (0.001)	Loss 0.7874 (0.5867)	Top-1 acc 65.455 (73.265)	Top-5 acc 100.000 (100.000)	lr 0.00274
==========Warmup Valid [34/40]	loss 0.815	top-1 acc 60.021	top-5 acc 100.000	Train top-1 73.265	top-5 100.000	flops: 2.3M
Warmup Train [35][0/48]	Time 0.009 (0.009)	Data 0.001 (0.001)	Loss 0.6276 (0.6276)	Top-1 acc 68.750 (68.750)	Top-5 acc 100.000 (100.000)	lr 0.00272
Warmup Train [35][30/48]	Time 0.007 (0.008)	Data 0.001 (0.001)	Loss 0.4985 (0.6260)	Top-1 acc 78.125 (70.968)	Top-5 acc 100.000 (100.000)	lr 0.00221
Warmup Train [35][48/48]	Time 0.012 (0.008)	Data 0.000 (0.001)	Loss 0.5550 (0.6155)	Top-1 acc 70.909 (71.986)	Top-5 acc 100.000 (100.000)	lr 0.00192
==========Warmup Valid [35/40]	loss 0.730	top-1 acc 60.772	top-5 acc 100.000	Train top-1 71.986	top-5 100.000	flops: 2.3M
Warmup Train [36][0/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.6636 (0.6636)	Top-1 acc 62.500 (62.500)	Top-5 acc 100.000 (100.000)	lr 0.00190
Warmup Train [36][30/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.5217 (0.6070)	Top-1 acc 82.812 (72.631)	Top-5 acc 100.000 (100.000)	lr 0.00147
Warmup Train [36][48/48]	Time 0.012 (0.008)	Data 0.001 (0.001)	Loss 0.5026 (0.6128)	Top-1 acc 78.182 (71.730)	Top-5 acc 100.000 (100.000)	lr 0.00124
==========Warmup Valid [36/40]	loss 0.788	top-1 acc 61.200	top-5 acc 100.000	Train top-1 71.730	top-5 100.000	flops: 2.3M
Warmup Train [37][0/48]	Time 0.010 (0.010)	Data 0.001 (0.001)	Loss 0.6170 (0.6170)	Top-1 acc 68.750 (68.750)	Top-5 acc 100.000 (100.000)	lr 0.00122
Warmup Train [37][30/48]	Time 0.007 (0.008)	Data 0.000 (0.001)	Loss 0.4691 (0.5658)	Top-1 acc 84.375 (74.597)	Top-5 acc 100.000 (100.000)	lr 0.00088
Warmup Train [37][48/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.4612 (0.5736)	Top-1 acc 70.909 (74.097)	Top-5 acc 100.000 (100.000)	lr 0.00070
==========Warmup Valid [37/40]	loss 0.818	top-1 acc 63.987	top-5 acc 100.000	Train top-1 74.097	top-5 100.000	flops: 2.3M
Warmup Train [38][0/48]	Time 0.008 (0.008)	Data 0.001 (0.001)	Loss 0.5352 (0.5352)	Top-1 acc 75.000 (75.000)	Top-5 acc 100.000 (100.000)	lr 0.00069
